fin_year,month,state_code,state_name,district_code,district_name,approved_labour_budget,avg_wage_rate_per_day_per_person,avg_days_of_employment_per_household,differently_abled_persons_worked,material_and_skilled_wages,num_completed_works,num_gps_with_nil_exp,num_ongoing_works,persondays_of_central_liability_so_far,sc_persondays,sc_workers_against_active_workers,st_persondays,st_workers_against_active_workers,total_admin_expenditure,total_expenditure,total_households_worked,total_individuals_worked,total_active_job_cards,total_active_workers,total_hhs_completed_100_days,total_job_cards_issued,total_workers,total_works_takenup,wages,women_persondays,percent_category_b_works,percent_expenditure_agri_allied,percent_nrm_expenditure,percent_payments_within_15_days,remarks,payload
2024-2025,May,9,Uttar Pradesh,41,Jhansi,2087917,221.13,34,139,759.36,8439,239,12354,1415610,40877,1568,1884,499,393.38,1554.93,60738,15674,69863,69633,633,118954,156087,11432,1938.37,164713,26.49,75.82,70.24,94.46,NA,{}
2024-2025,May,9,Uttar Pradesh,42,Kannauj,471497,236.18,38,212,1836.04,3934,428,2924,1189284,49773,4728,1822,198,201.3,1231.42,90353,85671,142183,156528,854,49942,178578,8904,1033.75,178930,20.94,45.03,5.84,91.5,NA,{}
2024-2025,May,9,Uttar Pradesh,43,Kanpur Dehat,1475013,212.7,34,263,1226.63,9948,241,18092,1576001,10551,955,1290,425,107.96,1173.93,79053,30740,52929,99754,26,73174,148704,13883,1035.12,30343,63.79,36.39,42.84,96.81,NA,{}
2024-2025,May,9,Uttar Pradesh,44,Kanpur Nagar,549482,212.59,49,233,1884.77,1733,325,17319,1375783,44487,4429,1759,476,469.72,825.67,80618,8010,90096,109365,129,194595,42280,2174,800.1,193431,62.03,75.85,31.9,90.79,NA,{}
2024-2025,May,9,Uttar Pradesh,45,Kasganj,2391307,220.82,49,252,946.27,9184,248,15075,2115742,15726,2762,1412,347,86.64,2106.07,66348,42155,75802,191005,758,184977,116737,12763,1605.12,150528,74.74,84.16,46.41,97.75,NA,{}
2024-2025,May,9,Uttar Pradesh,46,Kaushambi,1792922,215.36,31,521,1099.49,3933,306,15213,2197692,22040,1020,255,43,157.99,2233.18,67770,88734,54082,81830,476,134147,197623,4570,1388.72,76083,95.44,37.42,18.9,94.55,NA,{}
2024-2025,May,9,Uttar Pradesh,47,Kushinagar,1482790,216.87,45,460,247.52,3051,175,10670,1507506,49640,4672,424,298,428.11,2367.99,61166,30488,114632,162538,787,58802,180613,3241,1423.89,48438,61.72,37.09,87.57,90.71,NA,{}
2024-2025,May,9,Uttar Pradesh,48,Lakhimpur Kheri,1004491,227.27,46,235,860.79,8263,59,6318,1418454,43535,3217,1787,385,418.29,2406.73,87712,65800,142962,117495,77,135943,96432,11848,1403.06,83463,35.37,51.63,39.83,95.66,NA,{}
2024-2025,May,9,Uttar Pradesh,49,Lalitpur,1076197,202.64,45,233,1973.52,12440,105,9994,1362665,15968,2526,1773,105,211.64,783.67,81866,70081,97265,101185,377,86990,95202,5385,528.51,51988,43.93,56.98,62.97,93.53,NA,{}
2024-2025,May,9,Uttar Pradesh,50,Lucknow,1135382,243.49,46,297,1387.42,11217,438,18874,1099572,5534,2843,1805,342,198.21,544.86,93677,108191,97506,52580,282,132836,57534,6151,1625.2,151398,20.34,33.61,59.0,92.99,NA,{}
2024-2025,May,9,Uttar Pradesh,51,Maharajganj,647388,207.14,30,198,1333.15,14585,300,5761,372778,28121,1983,1461,144,305.76,2094.54,11867,60053,67634,138115,880,19070,199363,17714,649.13,128063,83.66,85.36,42.63,90.49,NA,{}
2024-2025,May,9,Uttar Pradesh,52,Mahoba,540745,223.3,50,443,1660.78,12042,101,3218,1700768,28258,3816,1976,385,73.58,1718.43,37247,34080,80626,92007,176,106924,12172,4561,1470.24,197035,92.31,43.92,1.21,99.01,NA,{}
2024-2025,May,9,Uttar Pradesh,53,Mainpuri,1048642,247.21,35,18,415.96,7801,191,9447,2082280,5929,3766,1970,119,103.51,2271.0,57013,62396,126188,197899,448,107266,113402,19883,1150.04,123836,9.64,26.41,78.39,90.04,NA,{}
2024-2025,May,9,Uttar Pradesh,54,Mathura,1473687,204.55,33,416,608.69,8403,262,7245,428541,31480,4577,82,487,141.78,2458.71,30484,57036,37428,84179,914,196224,193706,1737,928.73,124027,19.8,80.66,98.01,96.48,NA,{}
2024-2025,May,9,Uttar Pradesh,55,Mau,2352153,210.83,39,405,1107.17,12316,83,4037,977285,6448,3855,738,361,304.27,2410.18,65067,27930,83840,130917,964,169140,68508,17768,847.31,180778,23.26,23.64,36.76,91.0,NA,{}
2024-2025,May,9,Uttar Pradesh,56,Meerut,1992773,217.13,47,201,1698.31,6236,262,4602,2334592,40458,4664,404,255,474.56,986.64,17114,94820,146621,99661,585,178647,16540,6571,559.7,97841,66.83,26.31,76.25,96.15,NA,{}
2024-2025,May,9,Uttar Pradesh,57,Mirzapur,603672,226.11,31,561,383.9,12418,368,16506,2352118,46456,4181,605,155,291.33,1525.47,26696,66947,46029,33302,654,49001,149148,2128,1346.68,190701,38.63,60.92,66.62,97.71,NA,{}
2024-2025,May,9,Uttar Pradesh,58,Moradabad,987507,245.96,37,191,561.66,6081,353,12837,643568,46530,2238,1647,232,384.5,1045.17,9342,54495,34793,130824,99,114450,132366,19172,716.86,190223,57.75,19.51,67.36,98.62,NA,{}
2024-2025,May,9,Uttar Pradesh,59,Muzaffarnagar,764380,216.82,37,321,1333.49,13452,202,18054,1154258,44402,2976,1059,346,373.64,2205.05,82125,120986,110417,142142,548,175102,90547,3365,1166.9,186963,4.05,47.01,63.39,99.12,NA,{}
2024-2025,May,9,Uttar Pradesh,60,Pilibhit,2456673,216.72,33,525,1111.34,9353,298,4481,2252120,23702,1910,1860,349,274.53,2345.7,93826,15007,135316,166956,84,142794,27113,615,735.42,171084,25.94,56.11,78.26,93.85,NA,{}
2024-2025,May,9,Uttar Pradesh,61,Pratapgarh,1798998,202.23,34,180,1988.52,8250,114,13386,821224,18521,4258,541,265,290.22,2981.81,73692,66359,136865,88334,473,81783,175120,10086,1745.23,194785,59.07,66.3,45.72,93.53,NA,{}
2024-2025,May,9,Uttar Pradesh,62,Raebareli,624587,217.08,43,239,1294.53,1871,268,2508,1482705,3743,1043,1263,408,488.5,1496.55,95392,116809,115570,15344,142,103142,78198,19664,970.45,1397,67.68,35.13,64.63,91.88,NA,{}
2024-2025,May,9,Uttar Pradesh,63,Rampur,1958602,201.71,50,314,1607.25,1980,111,12180,1689048,18089,2277,343,114,471.36,823.38,89085,37761,51087,169226,688,139934,97857,12165,935.23,106703,76.63,73.25,72.53,92.24,NA,{}
2024-2025,May,9,Uttar Pradesh,64,Saharanpur,2477678,238.77,44,350,198.69,1068,44,5894,1932569,45589,441,649,77,150.93,2245.65,62139,5668,144329,41761,999,81822,136957,1082,780.21,165566,24.82,79.23,40.96,94.32,NA,{}
2024-2025,May,9,Uttar Pradesh,65,Sambhal,834398,230.93,40,110,449.82,9420,283,19898,415984,29590,701,869,165,220.42,1925.35,68786,82408,17733,137501,515,86611,61659,18848,820.85,18367,49.27,80.28,94.31,99.97,NA,{}
2024-2025,May,9,Uttar Pradesh,66,Sant Kabir Nagar,726936,214.61,45,159,1301.48,11928,203,13623,1528363,49773,498,1176,164,108.24,2324.06,97183,98558,94149,104072,322,100310,17640,14007,892.33,9094,2.24,17.68,85.23,94.43,NA,{}
2024-2025,May,9,Uttar Pradesh,67,Shahjahanpur,662264,215.0,50,157,1488.43,9907,493,15259,1746368,39229,3839,484,444,288.76,2202.69,9846,65139,127851,168102,243,24888,59368,16481,718.64,11955,28.61,97.25,54.27,98.05,NA,{}
2024-2025,May,9,Uttar Pradesh,68,Shamli,445364,235.25,35,393,1477.24,4945,182,10094,333819,33212,2047,1714,329,330.98,1074.75,21356,122677,112861,19197,892,96734,30245,15088,1763.17,52587,39.1,88.46,78.98,97.54,NA,{}
2024-2025,May,9,Uttar Pradesh,69,Shravasti,1555761,212.29,41,291,1685.22,4653,458,18773,1183207,37204,4356,856,440,477.46,2003.38,45982,24495,10589,124854,665,112512,97533,19747,1595.65,77255,48.72,98.28,0.34,90.31,NA,{}
2024-2025,May,9,Uttar Pradesh,70,Siddharthnagar,574071,212.59,47,545,204.93,9314,460,14994,2164283,8895,895,456,244,347.26,1207.85,10107,35669,63303,176083,683,53722,29057,8358,965.58,189483,78.19,31.86,64.15,94.39,NA,{}
2024-2025,May,9,Uttar Pradesh,71,Sitapur,581193,220.51,33,21,431.2,12399,266,4775,1380350,21986,4458,551,333,485.66,2958.85,38157,126440,144601,177019,512,26268,170246,9533,527.86,191455,30.41,50.18,41.71,93.37,NA,{}
2024-2025,May,9,Uttar Pradesh,72,Sonbhadra,736377,225.5,46,427,1830.35,12044,410,8588,251064,44089,3980,1034,41,69.35,1599.23,4378,69499,131663,151110,925,151054,150417,11117,919.72,199420,64.89,46.31,62.05,96.85,NA,{}
2024-2025,May,9,Uttar Pradesh,73,Sultanpur,420469,210.64,46,429,695.97,9875,145,19768,250355,25238,3068,1113,483,420.34,2105.97,98599,85748,132840,165194,859,147244,187407,13645,1245.5,46850,9.65,11.2,9.35,90.66,NA,{}
2024-2025,May,9,Uttar Pradesh,74,Unnao,1096905,231.76,50,553,1142.69,14929,305,3769,410259,9910,3473,1805,364,426.29,2489.65,54025,10221,79551,151847,968,69121,17488,18867,1870.88,185498,19.07,79.38,4.78,94.35,NA,{}
2024-2025,May,9,Uttar Pradesh,75,Varanasi,982892,245.01,41,486,437.79,12323,242,7581,371950,42855,265,355,27,187.86,1636.19,13987,63136,10900,186981,770,77784,26931,3030,1966.95,3753,49.67,7.2,63.62,93.52,NA,{}
2024-2025,Jun,9,Uttar Pradesh,1,Agra,773003,247.17,49,188,1295.39,6795,254,9546,1237147,30250,1474,1648,6,72.78,721.71,15945,124451,107548,57617,322,26580,169134,17310,1470.57,142133,36.02,61.16,42.32,90.5,NA,{}
2024-2025,Jun,9,Uttar Pradesh,2,Aligarh,405789,222.34,31,428,1973.93,11628,266,2710,2472357,9934,3388,1790,323,121.02,922.27,20602,78307,130189,80835,838,59030,108101,1591,1953.75,52306,8.18,19.88,73.55,97.03,NA,{}
2024-2025,Jun,9,Uttar Pradesh,3,Allahabad,1386416,228.32,49,476,105.22,1544,124,13292,2441646,11587,427,1131,41,250.83,1920.11,95934,59421,50478,137344,501,106672,134631,4907,566.8,66159,87.78,64.59,55.54,90.87,NA,{}
2024-2025,Jun,9,Uttar Pradesh,4,Ambedkar Nagar,1651533,223.29,41,332,1665.53,7646,97,9097,925901,31061,4226,6,227,187.93,2485.4,1369,24212,125092,20240,465,77917,11394,16554,1812.05,117771,22.05,62.55,44.62,95.03,NA,{}
2024-2025,Jun,9,Uttar Pradesh,5,Amethi,514897,233.89,37,178,1689.26,3605,33,6621,2134587,2511,2434,1621,465,323.65,1329.47,41675,138082,74826,109323,112,197279,68429,12674,1462.75,177814,17.54,93.45,19.36,91.4,NA,{}
2024-2025,Jun,9,Uttar Pradesh,6,Amroha,908508,246.56,33,348,1280.35,11999,103,7805,733269,5109,531,1952,99,165.45,1509.45,72106,124597,34460,17670,837,20390,135788,7866,1387.34,132325,64.7,84.8,42.51,91.07,NA,{}
2024-2025,Jun,9,Uttar Pradesh,7,Auraiya,879235,227.38,35,36,132.06,5116,265,1237,360858,10072,1534,1797,494,428.18,2954.45,52937,75969,66638,53178,786,60903,83738,7546,1452.52,88358,3.39,60.71,65.21,99.23,NA,{}
2024-2025,Jun,9,Uttar Pradesh,8,Ayodhya,672550,220.6,36,313,1099.49,3167,500,11649,2386666,38922,3227,13,439,292.52,2235.07,30285,139266,27877,26737,458,76383,172541,5787,1829.52,67104,61.19,92.55,51.17,95.17,NA,{}
2024-2025,Jun,9,Uttar Pradesh,9,Azamgarh,402883,202.28,34,279,112.11,8106,399,15194,930326,3054,4858,1327,58,398.86,2858.95,87981,21050,44938,173539,337,34675,183515,14577,504.87,21491,57.23,2.16,67.42,96.44,NA,{}
2024-2025,Jun,9,Uttar Pradesh,10,Baghpat,888354,208.44,49,415,964.09,3897,260,3988,366397,25088,1252,1971,370,494.98,1557.53,36439,104328,32962,25107,590,19114,72832,10572,798.65,68006,44.48,6.6,98.28,93.06,NA,{}
2024-2025,Jun,9,Uttar Pradesh,11,Bahraich,517702,205.24,41,66,498.21,10869,1,7024,1261111,41416,879,716,3,474.98,1403.95,48022,24806,49732,31757,629,48891,30589,9181,1417.51,127352,1.45,81.48,76.33,91.96,NA,{}
2024-2025,Jun,9,Uttar Pradesh,12,Ballia,2077584,248.92,41,273,1731.27,6794,117,1177,1499107,48231,4668,876,408,52.71,1635.11,99638,137755,115418,162918,688,39800,144610,16947,1701.43,75671,48.33,26.28,43.85,90.78,NA,{}
2024-2025,Jun,9,Uttar Pradesh,13,Balrampur,1841941,222.65,37,195,1490.0,10052,224,14584,1366511,40408,2457,1250,284,455.8,2790.2,58835,18578,22246,163619,36,115167,50236,4293,621.94,107581,30.99,95.0,34.22,95.88,NA,{}
2024-2025,Jun,9,Uttar Pradesh,14,Banda,1454093,231.25,48,32,1193.21,1307,292,16021,1578317,45849,2324,1147,427,92.31,986.89,90720,34332,100447,170545,857,113269,140432,16637,1831.34,73913,56.86,66.15,65.9,97.17,NA,{}
2024-2025,Jun,9,Uttar Pradesh,15,Barabanki,975644,245.18,31,153,902.68,3979,154,9891,792072,49849,2539,1843,167,79.01,811.47,66765,72436,18815,184706,468,59707,152064,9166,1942.87,148388,42.35,48.6,96.36,95.31,NA,{}
2024-2025,Jun,9,Uttar Pradesh,16,Bareilly,434676,241.68,32,535,583.49,12094,179,3102,2195719,15764,3397,1756,309,389.13,2470.98,79299,53446,17828,46692,181,66389,60032,12714,1783.1,6578,87.32,24.87,9.4,92.9,NA,{}
2024-2025,Jun,9,Uttar Pradesh,17,Basti,1970708,235.08,40,60,353.4,5709,341,2295,2070873,18262,2680,411,217,431.33,2201.89,67901,119770,95797,179560,135,138722,170201,14451,1177.81,49081,14.09,81.68,89.15,90.77,NA,{}
2024-2025,Jun,9,Uttar Pradesh,18,Bhadohi,2118939,243.77,50,510,1593.31,7052,423,17641,84136,8523,2557,1073,462,77.81,2234.55,16012,107154,56498,125104,570,18622,103390,9574,1422.22,86277,28.61,66.57,44.85,90.47,NA,{}
2024-2025,Jun,9,Uttar Pradesh,19,Bijnor,2077629,246.2,48,198,1345.42,13462,341,16088,2026552,24984,1130,18,134,301.72,1548.91,76806,138977,57242,165028,49,81182,165629,14607,1137.57,18484,4.94,0.09,54.68,98.59,NA,{}
2024-2025,Jun,9,Uttar Pradesh,20,Budaun,2396420,239.12,31,542,1205.12,10885,416,5121,1957152,6478,3581,1603,411,159.33,2452.03,95999,58146,121048,118784,923,81202,100987,15457,1560.43,122779,68.98,4.26,61.46,99.65,NA,{}
2024-2025,Jun,9,Uttar Pradesh,21,Bulandshahr,2209406,230.4,44,423,1052.32,748,117,16438,2113271,49079,4992,1089,91,417.05,1962.7,88357,111556,30839,105189,537,152822,44504,18264,1993.13,37659,16.04,27.06,34.22,96.28,NA,{}
2024-2025,Jun,9,Uttar Pradesh,22,Chandauli,2279734,231.16,45,265,1546.68,3671,90,14289,1803367,22133,260,1786,155,424.14,2731.61,24240,78921,91174,77695,334,199918,93306,4064,904.53,24536,28.96,62.71,86.04,94.05,NA,{}
2024-2025,Jun,9,Uttar Pradesh,23,Chitrakoot,641195,200.96,43,303,1985.28,5067,322,15266,366761,49938,3527,1747,113,342.11,2964.23,98847,75897,28798,83641,982,139469,52212,2632,1828.95,44963,21.52,75.37,0.61,99.53,NA,{}
2024-2025,Jun,9,Uttar Pradesh,24,Deoria,852503,239.31,39,515,1498.58,13582,144,19489,1016099,30096,1587,1160,238,343.17,1119.5,53587,98095,106210,155583,688,119617,173147,4220,1725.66,21980,23.93,13.85,29.34,98.61,NA,{}
2024-2025,Jun,9,Uttar Pradesh,25,Etah,1755863,205.32,38,242,1090.41,6747,320,14404,848318,27608,282,901,363,71.76,1110.7,12533,77592,75260,37379,228,193712,16553,1387,602.2,14948,69.07,44.81,72.39,98.36,NA,{}
2024-2025,Jun,9,Uttar Pradesh,26,Etawah,591474,230.64,45,525,838.17,13702,153,2485,83977,24825,1099,651,35,233.12,1943.53,42481,115976,99150,143194,792,36490,175474,17579,1865.65,180888,11.07,35.84,97.99,98.28,NA,{}
2024-2025,Jun,9,Uttar Pradesh,27,Farrukhabad,1341319,230.11,35,368,1018.58,2873,172,8258,2487794,33355,2100,1871,330,303.59,1056.46,78538,50005,106608,133816,263,155212,158734,1640,1251.16,1571,62.8,68.67,89.14,94.48,NA,{}
2024-2025,Jun,9,Uttar Pradesh,28,Fatehpur,1444375,230.16,30,301,1997.87,12086,63,10991,732984,20474,3561,1487,241,107.45,729.49,41834,99040,19772,117714,328,185563,186050,2027,861.34,57784,5.17,55.2,27.92,92.28,NA,{}
2024-2025,Jun,9,Uttar Pradesh,29,Firozabad,821334,229.66,38,39,1524.21,13615,26,5020,1641366,2186,3292,926,20,299.96,1300.28,42605,42281,86772,87044,351,148263,154812,14441,1036.38,154310,7.59,71.1,22.34,95.63,NA,{}
2024-2025,Jun,9,Uttar Pradesh,30,Gautam Buddha Nagar,1554010,219.18,34,172,1225.41,10242,344,7451,1307007,9286,4265,75,22,194.57,2112.38,32643,93870,133807,101266,921,106736,79478,15000,835.35,115024,0.73,90.03,53.03,98.07,NA,{}
2024-2025,Jun,9,Uttar Pradesh,31,Ghaziabad,1473302,223.85,40,299,335.71,14298,479,8431,872831,30866,857,837,423,185.85,2383.89,66781,2580,17499,45316,911,182462,193026,4229,1188.36,52603,68.84,89.44,41.59,97.61,NA,{}
2024-2025,Jun,9,Uttar Pradesh,32,Ghazipur,956696,214.68,36,206,673.58,5137,26,9427,1783998,10756,876,1174,431,135.38,1627.42,77112,56400,145355,170994,888,186876,20169,16342,748.11,15979,41.69,84.11,16.39,91.99,NA,{}
2024-2025,Jun,9,Uttar Pradesh,33,Gonda,1078774,243.65,33,378,1974.99,14348,222,16942,581534,29262,3144,1892,126,416.38,2742.14,80461,15191,32483,114511,224,110860,139534,12517,933.91,26912,27.41,43.85,68.62,92.71,NA,{}
2024-2025,Jun,9,Uttar Pradesh,34,Gorakhpur,1451426,213.6,49,414,1935.05,13462,239,10945,1414163,23958,4623,1553,168,402.96,2418.82,31713,31999,73374,126782,725,61669,138694,2313,593.93,27623,40.93,79.34,58.12,94.64,NA,{}
2024-2025,Jun,9,Uttar Pradesh,35,Hamirpur,612901,232.86,31,501,843.4,9325,82,6239,1278420,29809,3419,1990,181,266.3,631.11,92035,88741,46990,192555,444,130078,92039,12346,554.29,98890,24.11,22.18,94.8,93.02,NA,{}
2024-2025,Jun,9,Uttar Pradesh,36,Hapur,668919,203.52,43,182,1007.91,9556,160,14976,2295890,23864,2671,914,365,219.68,2471.9,92027,80390,147436,111075,878,106712,35511,925,787.86,21432,9.1,64.03,87.87,97.2,NA,{}
2024-2025,Jun,9,Uttar Pradesh,37,Hardoi,761844,239.86,34,132,1881.12,10974,85,18900,2209079,8852,2123,923,250,181.4,995.29,81867,67183,114835,86636,973,186305,119984,12307,838.32,157962,30.1,66.18,62.11,90.57,NA,{}
2024-2025,Jun,9,Uttar Pradesh,38,Hathras,2031971,200.59,45,101,1606.01,599,417,16662,1244791,5155,4247,1153,104,419.67,2704.61,81962,136679,28553,160706,405,132571,179541,19712,1650.66,50730,43.76,88.3,75.52,91.05,NA,{}
2024-2025,Jun,9,Uttar Pradesh,39,Jalaun,1958838,246.3,38,277,1208.69,10282,393,9851,1664750,45348,3471,1775,181,340.54,2688.42,77817,102189,85820,193359,201,95579,162343,4247,943.78,117427,49.02,94.07,28.7,93.88,NA,{}
2024-2025,Jun,9,Uttar Pradesh,40,Jaunpur,1893265,220.33,50,409,1659.13,2068,313,2954,1510321,28537,2080,536,276,185.87,2166.48,85724,22988,12689,99926,993,84073,174920,4890,533.42,185658,54.87,3.84,37.26,99.86,NA,{}
2024-2025,Jun,9,Uttar Pradesh,41,Jhansi,1073311,243.35,44,106,1032.17,7212,117,6749,433180,37172,1289,933,483,234.76,1143.43,83345,49982,115040,172485,693,146314,112380,5331,756.99,144074,38.66,20.43,21.62,96.84,NA,{}
2024-2025,Jun,9,Uttar Pradesh,42,Kannauj,2365995,234.27,35,184,1375.56,2831,432,4269,1314872,32619,4887,1816,290,386.9,2977.83,32831,7507,116922,59441,375,128576,17175,6163,1401.08,155455,43.59,8.92,73.84,94.34,NA,{}
2024-2025,Jun,9,Uttar Pradesh,43,Kanpur Dehat,2006810,216.62,36,350,106.73,8463,337,11211,1183183,48475,3352,522,226,226.14,1238.77,24325,143698,100504,195841,717,24943,192531,5618,1594.66,103958,96.33,75.94,30.14,94.39,NA,{}
2024-2025,Jun,9,Uttar Pradesh,44,Kanpur Nagar,2097078,218.12,48,271,475.48,2576,413,17850,593452,2482,2974,893,121,224.4,2206.69,76931,69595,51424,42784,219,81768,115662,7299,1216.69,76085,46.01,43.72,79.12,95.17,NA,{}
2024-2025,Jun,9,Uttar Pradesh,45,Kasganj,884523,249.29,38,132,779.5,3735,492,1199,1362812,19724,533,581,491,194.46,1551.1,2898,81874,94913,100002,123,67781,92627,18616,519.64,53619,4.04,44.16,3.94,91.31,NA,{}
2024-2025,Jun,9,Uttar Pradesh,46,Kaushambi,1405898,228.84,46,250,487.52,12583,443,12447,720829,32096,2045,532,453,288.16,2053.81,38786,45828,74196,114715,953,171932,55232,13189,1394.18,195883,87.56,33.81,91.3,98.01,NA,{}
2024-2025,Jun,9,Uttar Pradesh,47,Kushinagar,2293294,224.59,40,408,505.98,13876,132,6375,1013115,24184,3762,1106,153,426.67,2093.06,89712,61241,76612,55930,197,115358,42315,10322,1835.31,1829,40.02,28.78,2.86,90.95,NA,{}
2024-2025,Jun,9,Uttar Pradesh,48,Lakhimpur Kheri,1632651,247.77,31,313,1601.31,12055,335,7423,376478,41395,3158,1357,44,245.22,686.11,84485,69673,147733,88462,47,49106,26402,7221,575.3,164480,24.64,92.19,73.98,92.6,NA,{}
2024-2025,Jun,9,Uttar Pradesh,49,Lalitpur,2350047,222.51,35,174,1432.92,4047,77,16170,1801968,33014,4892,442,322,158.83,550.38,85229,42105,95502,70915,46,172958,144010,588,1046.23,47763,81.82,96.82,33.71,95.5,NA,{}
2024-2025,Jun,9,Uttar Pradesh,50,Lucknow,1890230,204.48,44,93,1325.94,3000,103,19350,1067306,19932,4861,1162,473,165.44,1789.05,21294,94001,52515,120501,756,40593,104904,10131,1843.94,76439,53.92,48.31,68.15,99.32,NA,{}
2024-2025,Jun,9,Uttar Pradesh,51,Maharajganj,915629,227.65,42,261,1945.38,4869,306,10054,315305,2267,2695,913,160,438.74,595.3,30863,126799,113157,172797,747,119481,28139,4220,1082.57,181888,23.84,64.32,64.62,91.49,NA,{}
2024-2025,Jun,9,Uttar Pradesh,52,Mahoba,2256895,218.2,48,75,513.11,4188,31,15382,474661,37128,127,1057,329,396.81,2719.31,26018,74296,26166,43691,776,50031,166084,3796,1669.79,194573,48.87,0.45,18.25,93.04,NA,{}
2024-2025,Jun,9,Uttar Pradesh,53,Mainpuri,1101627,229.73,33,97,429.6,6791,203,5942,546836,22679,4285,112,185,433.85,2115.65,35711,53801,23101,47814,671,180070,186722,8195,1068.12,154364,36.63,24.45,34.7,96.36,NA,{}
2024-2025,Jun,9,Uttar Pradesh,54,Mathura,2345183,204.27,30,487,75.06,3615,171,16506,2251634,25113,3752,153,99,498.23,535.56,20909,42250,58407,87289,991,46528,153854,4804,1852.66,56881,54.86,45.85,77.84,98.37,NA,{}
2024-2025,Jun,9,Uttar Pradesh,55,Mau,421140,218.48,35,512,386.71,2617,11,13735,1604523,25197,4029,1255,20,384.41,2461.04,86829,24870,124823,176701,324,100523,128358,11316,1170.05,33339,43.66,55.61,58.65,94.93,NA,{}
2024-2025,Jun,9,Uttar Pradesh,56,Meerut,1538474,237.1,47,280,1104.82,1744,437,18007,1513711,35790,1007,67,372,154.79,1718.24,60758,29711,86906,144368,96,100312,136808,2519,557.85,28908,60.28,82.42,12.51,97.84,NA,{}
2024-2025,Jun,9,Uttar Pradesh,57,Mirzapur,859259,210.12,31,312,1254.32,11328,25,4888,210066,33853,1040,1369,424,347.0,675.91,41451,87854,116979,71534,732,162626,113126,16326,508.25,95309,14.02,18.14,4.79,94.23,NA,{}
2024-2025,Jun,9,Uttar Pradesh,58,Moradabad,784095,209.27,50,381,1172.82,9570,499,13550,919379,43387,1113,1599,163,275.17,1200.11,75328,80724,144681,106936,148,90659,172200,1534,1404.32,12377,25.5,44.67,61.01,97.84,NA,{}
2024-2025,Jun,9,Uttar Pradesh,59,Muzaffarnagar,568262,200.86,45,461,408.0,10608,250,1906,1521963,18093,4732,1548,267,138.5,1539.73,65059,139589,146999,88023,775,45415,92079,9405,1057.56,2086,10.8,81.94,63.34,91.08,NA,{}
2024-2025,Jun,9,Uttar Pradesh,60,Pilibhit,429690,247.06,33,265,684.64,1812,493,16289,1145330,8307,770,1116,122,259.4,1949.81,62160,35733,123172,47500,217,139525,152362,13128,525.87,146993,7.72,73.33,68.08,94.26,NA,{}
2024-2025,Jun,9,Uttar Pradesh,61,Pratapgarh,1169769,200.2,47,161,1458.79,14967,155,7437,1765597,12354,3044,963,129,479.88,2926.6,70977,53467,142092,180980,615,30253,48482,4683,1752.52,149079,21.96,80.18,54.81,92.61,NA,{}
2024-2025,Jun,9,Uttar Pradesh,62,Raebareli,1737680,229.99,39,576,1437.04,8758,25,4361,1194986,19708,3074,910,67,357.38,2885.21,76415,24184,127737,106968,676,160999,108383,4330,1053.83,138226,25.08,84.49,99.25,97.14,NA,{}
2024-2025,Jun,9,Uttar Pradesh,63,Rampur,1335176,215.7,50,102,224.42,5943,164,8901,550395,30434,362,1413,340,55.19,814.79,25352,25140,55725,33930,376,109912,21487,15736,1804.49,24665,52.12,79.05,43.9,99.29,NA,{}
2024-2025,Jun,9,Uttar Pradesh,64,Saharanpur,718503,236.65,40,144,1424.37,3656,177,1470,1588131,47582,1658,1123,275,470.4,910.92,80531,78438,68603,170664,837,134459,28509,15165,1457.1,143359,17.94,60.58,96.85,91.27,NA,{}
2024-2025,Jun,9,Uttar Pradesh,65,Sambhal,2095801,200.82,47,26,492.66,14714,433,8845,1187304,35813,4580,1569,425,71.62,2511.92,68297,132210,145205,180610,215,129258,168181,18713,650.36,112790,11.33,67.61,36.91,97.71,NA,{}
2024-2025,Jun,9,Uttar Pradesh,66,Sant Kabir Nagar,2122687,249.84,37,135,1775.22,3797,387,8191,442157,25932,3427,178,293,361.66,2008.64,3598,23255,111310,48378,8,144125,28892,9496,1320.02,106441,99.7,20.75,24.67,99.14,NA,{}
2024-2025,Jun,9,Uttar Pradesh,67,Shahjahanpur,2245012,204.72,47,202,1830.18,4532,494,13351,2363725,19924,4043,609,171,226.04,1655.41,47172,4293,123179,73733,576,165862,134625,6672,1563.04,172138,5.06,7.58,58.88,90.76,NA,{}
